loss,lr,acc
0.16118840873241425,3.999743370402053e-05,0.6875
0.20546041429042816,3.999486740804106e-05,0.625
0.2194206863641739,3.9992301112061594e-05,0.625
0.33167895674705505,3.998973481608212e-05,0.375
0.15988969802856445,3.998716852010265e-05,0.625
0.15593275427818298,3.9984602224123185e-05,0.75
0.19349710643291473,3.998203592814371e-05,0.5625
0.24827224016189575,3.9979469632164244e-05,0.5625
0.18306191265583038,3.997690333618476e-05,0.6875
0.15790146589279175,3.997433704020531e-05,0.6875
0.2728656530380249,3.997177074422582e-05,0.375
0.3139215111732483,3.996920444824637e-05,0.4375
0.33612143993377686,3.9966638152266886e-05,0.375
0.15799765288829803,3.996407185628743e-05,0.6875
0.28440582752227783,3.9961505560307945e-05,0.5
0.1856013387441635,3.995893926432849e-05,0.75
0.18386505544185638,3.995637296834901e-05,0.5625
0.17141036689281464,3.9953806672369556e-05,0.6875
0.19123874604701996,3.995124037639007e-05,0.625
0.28952643275260925,3.9948674080410615e-05,0.5625
0.17369049787521362,3.9946107784431134e-05,0.8125
0.3437260687351227,3.994354148845167e-05,0.375
0.22902920842170715,3.994097519247219e-05,0.375
0.3341546952724457,3.993840889649274e-05,0.25
0.30448421835899353,3.993584260051326e-05,0.4375
0.17732466757297516,3.993327630453378e-05,0.5625
0.2115429788827896,3.9930710008554316e-05,0.5
0.15263891220092773,3.992814371257485e-05,0.75
0.2314356118440628,3.992557741659538e-05,0.5625
0.195374995470047,3.9923011120615907e-05,0.5
0.3049415946006775,3.992044482463644e-05,0.375
0.19950608909130096,3.991787852865697e-05,0.375
0.25101885199546814,3.9915312232677504e-05,0.5625
0.2170584350824356,3.991274593669803e-05,0.4375
0.29090413451194763,3.991017964071856e-05,0.375
0.26375871896743774,3.9907613344739095e-05,0.4375
0.20894330739974976,3.990504704875962e-05,0.5625
0.141219362616539,3.9902480752780154e-05,0.75
0.2324710637331009,3.9899914456800686e-05,0.5625
0.23664718866348267,3.989734816082122e-05,0.5
0.20785056054592133,3.9894781864841745e-05,0.5
0.24435031414031982,3.9892215568862264e-05,0.4375
0.25913235545158386,3.988964927288281e-05,0.375
0.17042528092861176,3.988708297690333e-05,0.625
0.16804923117160797,3.988451668092387e-05,0.5
0.23661096394062042,3.988195038494439e-05,0.5
0.39449113607406616,3.9879384088964934e-05,0.3125
0.16297602653503418,3.987681779298545e-05,0.6875
0.2575191259384155,3.987425149700599e-05,0.375
0.20864389836788177,3.987168520102651e-05,0.625
0.32736119627952576,3.986911890504706e-05,0.4375
0.1968243271112442,3.986655260906757e-05,0.5
0.2868792414665222,3.9863986313088116e-05,0.5
0.20754624903202057,3.9861420017108635e-05,0.6875
0.21680264174938202,3.985885372112918e-05,0.625
0.18843069672584534,3.985628742514969e-05,0.6875
0.2206321507692337,3.985372112917024e-05,0.5625
0.1894906610250473,3.985115483319076e-05,0.625
0.23060733079910278,3.984858853721129e-05,0.4375
0.13731816411018372,3.984602224123182e-05,0.75
0.22793784737586975,3.984345594525235e-05,0.5
0.24232807755470276,3.984088964927288e-05,0.375
0.3475072979927063,3.983832335329341e-05,0.3125
0.16015441715717316,3.983575705731394e-05,0.6875
0.24518832564353943,3.983319076133447e-05,0.5
0.25258180499076843,3.9830624465355005e-05,0.375
0.15051817893981934,3.982805816937553e-05,0.6875
0.20944927632808685,3.9825491873396064e-05,0.625
0.2011675089597702,3.9822925577416596e-05,0.5
0.23125924170017242,3.982035928143713e-05,0.4375
0.24092143774032593,3.9817792985457655e-05,0.3125
0.1920849233865738,3.981522668947819e-05,0.5625
0.2540462613105774,3.981266039349872e-05,0.4375
0.30993232131004333,3.981009409751925e-05,0.3125
0.3392058312892914,3.9807527801539765e-05,0.3125
0.22705689072608948,3.980496150556031e-05,0.6875
0.18895293772220612,3.980239520958083e-05,0.625
0.25431153178215027,3.979982891360137e-05,0.5
0.36500945687294006,3.979726261762189e-05,0.375
0.26534008979797363,3.9794696321642435e-05,0.5
0.22382056713104248,3.9792130025662954e-05,0.5
0.24191606044769287,3.978956372968349e-05,0.375
0.29827138781547546,3.978699743370401e-05,0.4375
0.2606990337371826,3.978443113772456e-05,0.5
0.16582392156124115,3.978186484174508e-05,0.75
0.21358291804790497,3.977929854576562e-05,0.5
0.22453925013542175,3.9776732249786136e-05,0.5625
0.2627280354499817,3.977416595380668e-05,0.4375
0.2743707597255707,3.97715996578272e-05,0.5
0.18800821900367737,3.976903336184773e-05,0.625
0.2150062620639801,3.976646706586826e-05,0.4375
0.28674542903900146,3.976390076988879e-05,0.4375
0.14374731481075287,3.976133447390932e-05,0.6875
0.26598408818244934,3.975876817792985e-05,0.625
0.23495037853717804,3.975620188195038e-05,0.5
0.1909678429365158,3.9753635585970916e-05,0.5
0.25588154792785645,3.975106928999144e-05,0.5625
0.2636744976043701,3.9748502994011974e-05,0.4375
0.31324702501296997,3.9745936698032507e-05,0.375
0.2477056384086609,3.974337040205304e-05,0.625
0.20136664807796478,3.9740804106073565e-05,0.625
0.28746044635772705,3.97382378100941e-05,0.25
0.21652968227863312,3.973567151411463e-05,0.5625
0.20407983660697937,3.973310521813516e-05,0.5625
0.2588151693344116,3.973053892215569e-05,0.625
0.2866218686103821,3.972797262617622e-05,0.375
0.1857815831899643,3.9725406330196754e-05,0.6875
0.2563609182834625,3.9722840034217266e-05,0.5625
0.33989855647087097,3.972027373823781e-05,0.4375
0.3145374357700348,3.971770744225833e-05,0.375
0.22351425886154175,3.971514114627888e-05,0.6875
0.1133168488740921,3.971257485029939e-05,0.8125
0.26051992177963257,3.9710008554319936e-05,0.375
0.17012324929237366,3.9707442258340455e-05,0.625
0.23615893721580505,3.9704875962361e-05,0.5625
0.25151926279067993,3.970230966638151e-05,0.3125
0.1866799145936966,3.969974337040206e-05,0.5625
0.26131030917167664,3.969717707442258e-05,0.5625
