loss,lr,acc
0.09433407336473465,3.999743370402053e-05,0.375
0.09440504759550095,3.999486740804106e-05,0.3125
0.0818757563829422,3.9992301112061594e-05,0.1875
0.07470476627349854,3.998973481608212e-05,0.1875
0.08936209231615067,3.998716852010265e-05,0.3125
0.11418026685714722,3.9984602224123185e-05,0.1875
0.10576575249433517,3.998203592814371e-05,0.25
0.06934139877557755,3.9979469632164244e-05,0.375
0.11712108552455902,3.997690333618476e-05,0.3125
0.08602152019739151,3.997433704020531e-05,0.3125
0.06523647904396057,3.997177074422582e-05,0.5625
0.06564471870660782,3.996920444824637e-05,0.5
0.07692751288414001,3.9966638152266886e-05,0.375
0.10209622979164124,3.996407185628743e-05,0.25
0.1217534989118576,3.9961505560307945e-05,0.125
0.11251376569271088,3.995893926432849e-05,0.1875
0.10749121010303497,3.995637296834901e-05,0.4375
0.11547872424125671,3.9953806672369556e-05,0.25
0.10860016942024231,3.995124037639007e-05,0.25
0.11553843319416046,3.9948674080410615e-05,0.125
0.11547988653182983,3.9946107784431134e-05,0.3125
0.08461050689220428,3.994354148845167e-05,0.3125
0.06209245324134827,3.994097519247219e-05,0.4375
0.11645808070898056,3.993840889649274e-05,0.3125
0.1065145954489708,3.993584260051326e-05,0.125
0.10323414951562881,3.993327630453378e-05,0.25
0.13243180513381958,3.9930710008554316e-05,0.25
0.08110722154378891,3.992814371257485e-05,0.5
0.091529481112957,3.992557741659538e-05,0.4375
0.0630592629313469,3.9923011120615907e-05,0.5
0.06890340894460678,3.992044482463644e-05,0.625
0.08823133260011673,3.991787852865697e-05,0.4375
0.0863514244556427,3.9915312232677504e-05,0.375
0.07630695402622223,3.991274593669803e-05,0.5625
0.080055370926857,3.991017964071856e-05,0.5625
0.08705362677574158,3.9907613344739095e-05,0.1875
0.11815148591995239,3.990504704875962e-05,0.3125
0.09355233609676361,3.9902480752780154e-05,0.3125
0.09944073110818863,3.9899914456800686e-05,0.1875
0.08206766843795776,3.989734816082122e-05,0.5
0.09219182282686234,3.9894781864841745e-05,0.3125
0.09867069125175476,3.9892215568862264e-05,0.5
0.11720635741949081,3.988964927288281e-05,0.25
0.07363346964120865,3.988708297690333e-05,0.4375
0.07280950993299484,3.988451668092387e-05,0.3125
0.06470068544149399,3.988195038494439e-05,0.5625
0.08251430839300156,3.9879384088964934e-05,0.375
0.08809705078601837,3.987681779298545e-05,0.25
0.07889359444379807,3.987425149700599e-05,0.375
0.08389434218406677,3.987168520102651e-05,0.4375
0.12358903884887695,3.986911890504706e-05,0.3125
0.10880062729120255,3.986655260906757e-05,0.3125
0.06491837650537491,3.9863986313088116e-05,0.4375
0.07832876592874527,3.9861420017108635e-05,0.25
0.07536403834819794,3.985885372112918e-05,0.4375
0.11624643951654434,3.985628742514969e-05,0.25
0.09987639635801315,3.985372112917024e-05,0.25
0.08459396660327911,3.985115483319076e-05,0.375
0.10443528741598129,3.984858853721129e-05,0.25
0.07639589160680771,3.984602224123182e-05,0.375
0.06832539290189743,3.984345594525235e-05,0.4375
0.08846500515937805,3.984088964927288e-05,0.375
0.0913635715842247,3.983832335329341e-05,0.25
0.07252458482980728,3.983575705731394e-05,0.4375
0.07879991829395294,3.983319076133447e-05,0.1875
0.07683088630437851,3.9830624465355005e-05,0.4375
0.060558587312698364,3.982805816937553e-05,0.5625
0.07821768522262573,3.9825491873396064e-05,0.3125
0.09548976272344589,3.9822925577416596e-05,0.3125
0.0609666109085083,3.982035928143713e-05,0.375
0.09481827169656754,3.9817792985457655e-05,0.375
0.09284356981515884,3.981522668947819e-05,0.25
