loss,lr,acc
0.13652747869491577,1.0001283147989736e-05,0.0
0.07907978445291519,1.000256629597947e-05,0.4375
0.06448676437139511,1.0003849443969205e-05,0.4375
0.1125478446483612,1.0005132591958939e-05,0.3125
0.11555803567171097,1.0006415739948674e-05,0.1875
0.09007411450147629,1.0007698887938408e-05,0.3125
0.10639849305152893,1.0008982035928144e-05,0.125
0.10792523622512817,1.0010265183917877e-05,0.3125
0.11781121790409088,1.0011548331907613e-05,0.3125
0.10813239961862564,1.0012831479897346e-05,0.1875
0.1346912980079651,1.0014114627887082e-05,0.125
0.09924998134374619,1.0015397775876815e-05,0.3125
0.10363659262657166,1.001668092386655e-05,0.25
0.06878691911697388,1.0017964071856286e-05,0.4375
0.1114494651556015,1.001924721984602e-05,0.125
0.12306228280067444,1.0020530367835755e-05,0.1875
0.09896597266197205,1.0021813515825496e-05,0.375
0.09257170557975769,1.0023096663815231e-05,0.25
0.11868114769458771,1.0024379811804965e-05,0.1875
0.11500729620456696,1.00256629597947e-05,0.25
0.10583197325468063,1.0026946107784434e-05,0.25
0.09058146923780441,1.002822925577417e-05,0.4375
0.11971894651651382,1.0029512403763903e-05,0.25
0.10575556010007858,1.0030795551753638e-05,0.25
0.13330721855163574,1.0032078699743372e-05,0.3125
0.11746950447559357,1.0033361847733108e-05,0.3125
0.10919676721096039,1.0034644995722841e-05,0.1875
0.12963485717773438,1.0035928143712577e-05,0.3125
0.1017099991440773,1.0037211291702312e-05,0.3125
0.09109468758106232,1.0038494439692046e-05,0.3125
0.10607484728097916,1.0039777587681781e-05,0.3125
0.07787957042455673,1.0041060735671515e-05,0.4375
0.15831537544727325,1.004234388366125e-05,0.0625
0.11910516768693924,1.0043627031650984e-05,0.3125
0.08975038677453995,1.004491017964072e-05,0.25
0.09948816150426865,1.0046193327630453e-05,0.3125
0.11219538748264313,1.0047476475620188e-05,0.125
0.118369460105896,1.0048759623609922e-05,0.1875
0.1075434759259224,1.0050042771599658e-05,0.1875
0.11787188798189163,1.0051325919589391e-05,0.125
0.11597734689712524,1.0052609067579127e-05,0.125
0.14299015700817108,1.005389221556886e-05,0.125
0.13328570127487183,1.0055175363558596e-05,0.1875
0.1184673085808754,1.0056458511548331e-05,0.3125
0.12262007594108582,1.0057741659538065e-05,0.25
0.08782806247472763,1.00590248075278e-05,0.3125
0.09119480103254318,1.0060307955517534e-05,0.4375
0.1613226979970932,1.006159110350727e-05,0.1875
0.09946072846651077,1.0062874251497003e-05,0.1875
0.12675155699253082,1.0064157399486745e-05,0.1875
0.10918578505516052,1.0065440547476479e-05,0.1875
0.12843959033489227,1.0066723695466214e-05,0.1875
0.09886637330055237,1.0068006843455948e-05,0.25
0.1074228584766388,1.0069289991445683e-05,0.375
0.14958059787750244,1.0070573139435417e-05,0.125
0.09814589470624924,1.0071856287425153e-05,0.5
0.10061155259609222,1.0073139435414886e-05,0.25
0.12584009766578674,1.0074422583404622e-05,0.125
0.10200696438550949,1.0075705731394357e-05,0.25
0.12267009168863297,1.007698887938409e-05,0.0625
0.11599995940923691,1.0078272027373826e-05,0.25
0.1299094557762146,1.007955517536356e-05,0.0625
0.09601817280054092,1.0080838323353295e-05,0.3125
0.09808602929115295,1.0082121471343029e-05,0.3125
0.13512690365314484,1.0083404619332764e-05,0.25
0.10479734092950821,1.0084687767322498e-05,0.0625
0.13780681788921356,1.0085970915312233e-05,0.25
